INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Star Career Academy-New York,New York,NY,1,3,11,,,,,,,,,0,820,0.0341,0.5878,0.3537,0.0146,0.0012,0,0.0037,0.0012,0.0037,0.2622,,23274,0.5716,,0.6034,,0.6333,0.4076,0.6415,9500,105.469475,0.360127157,,0.619128899,,0.350649357
Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,1,3,11,,,,,,,,,0,124,0.6129,0.1855,0.0726,0.129,0,0,0,0,0,0,,,0.6324,,,,,0.8824,0.7016,20000,222.041,0.905982906,,,74000,0.916666687
Jna Institute of Culinary Arts,Philadelphia,PA,1,3,11,,,,,,,,,0,65,0.3077,0.4923,0.1692,0.0308,0,0,0,0,0,0,,21061,0.5455,,0.6667,,,0.2727,0.4769,5455,60.56168275,0.505617978,,0.85456,21600,0.297297299
Delta College Inc,Covington,LA,1,3,41,,,,,,,,,0,102,0.6961,0.2157,0.0588,0,0.0098,0,0.0196,0,0,0,,15592,0.6731,,0.7097,,,0.6648,0.2843,4916,54.5776778,0.608695652,,0.621076682,20300,0.32780084
St Mary's University,San Antonio,TX,3,2,11,520,530,498,23,22,23,,1050,0,2390,0.141,0.0351,0.7247,0.0264,0.0021,0.0021,0,0.0414,0.0272,0.0448,,18791,0.5144,0.7277,,,,0.682,0.0794,26685,296.2582043,0.783505155,0.558819407,,46300,0.672760487
Beckfield College-Tri-County,Springdale,OH,2,3,21,,,,,,,,,0,554,0.4765,0.4747,0.0162,0.0054,0.0036,0.0036,0.0108,0,0.009,0.4765,,22712,0.8521,,0.3103,,0.5769,0.7505,0.7292,25237,280.1824359,0.404049296,,PrivacySuppressed,29300,0.517401397
Des Moines Area Community College,Ankeny,IA,2,1,21,,,,,,,,,0,14928,0.7447,0.0845,0.0563,0.0307,0.0034,0.0008,0.0231,0.0102,0.0462,0.49,11064,,0.3752,,0.5282,,0.352,0.4182,0.2641,11608,128.8725964,0.533098933,,0.523148105,34500,0.576542616
Colorado Mountain College,Glenwood Springs,CO,1,1,33,,,,,,,,,0,3559,0.7207,0.0073,0.1689,0.0073,0.0093,0.0008,0.0118,0.0008,0.0731,0.5243,10262,,0.2338,,,,,0.2367,0.4342,11000,122.12255,0.731073446,0.20806118,,28800,0.481946617
Corning Community College,Corning,NY,2,1,41,,,,,,,,,0,3229,0.8442,0.0703,0.0316,0.0065,0.013,0.0003,0,0.0012,0.0328,0.2995,6713,,0.3784,,0.5767,,0.3095,0.3711,0.2284,12500,138.775625,0.547075902,,0.313525235,31000,0.470849186
Carlson College of Massage Therapy,Anamosa,IA,1,3,42,,,,,,,,,0,26,0.9615,0,0.0385,0,0,0,0,0,0,0,,10935,0.5758,,,,,0.7576,0.6154,6702,74.4059391,0.85,,0.971414286,,
College of Western Idaho,Nampa,ID,2,1,41,,,,,,,,,0,8164,0.6417,0.0214,0.1437,0.0145,0.0137,0.007,0.0227,0.0004,0.135,0.5225,7193,,0.5727,,0.496,,0.3739,0.5418,0.5289,7602,84.3977841,,,0.1856,,
Crossroads College,Rochester,MN,3,2,12,,,,,,,,,0,97,0.6598,0.1546,0.0412,0.0515,0.0103,0,0,0.0309,0.0515,0.1031,,15762,0.6815,0.619,,0,,0.758,0.3069,27000,299.75535,0.786666667,0.396224528,,27900,0.483333319
Professional Hands Institute,Miami,FL,1,3,11,,,,,,,,,0,38,0,0,1,0,0,0,0,0,0,0,,9410,0.8211,,0.9474,,,0.7737,0.8684,5821,64.62503305,0.701799486,,0.3466,,
American Educational College,Bayamon,PR,1,3,21,,,,,,,,,0,560,0,0,1,0,0,0,0,0,0,0.0054,,6454,0.9781,,0.5471,,,0,0.3625,,,,,0.384815172,15600,0.104089223
Illinois Valley Community College,Oglesby,IL,1,1,41,,,,,,,,,0,2981,0.8309,0.0171,0.1134,0.0084,0.001,0,0.0081,0,0.0211,0.5176,6681,,0.354,,0.6291,,0.4677,0.0966,0.315,10000,111.0205,0.668582375,,0.386445618,28600,0.490297556
Anthem College-Phoenix,Phoenix,AZ,2,3,11,,,,,,,,,0,2238,0.4303,0.269,0.1649,0.0125,0.0478,0.0004,0.0277,0,0.0474,0,,28541,0.7791,0.875,,,,0.8631,0.6997,14024,155.6951492,0.510501879,0.547663019,,29500,0.467202514
The New England Institute of Art,Brookline,MA,3,3,21,,,,,,,,,0,779,0.2311,0.0449,0.1656,0.0218,0.0026,0,0.0154,0.0039,0.5148,0.086,,29238,0.4933,0.5109,,0.3571,,0.8175,0.2054,29444,326.8887602,0.643571429,0.351038963,,34900,0.543005168
Regency Beauty Institute-Madison,Madison,WI,1,3,12,,,,,,,,,0,49,0.3469,0.0816,0.0204,0,0,0,0.102,0,0.449,0,,20455,0.7609,,0.85,,,0.7391,0.3469,14144,157.0273952,0.47496977,,0.445325,19600,0.333333343
Fisk University,Nashville,TN,3,2,11,425,435,425,18,17,17,,854,0,611,0.0082,0.8707,0.0131,0.0082,0,0,0.0147,0,0.0851,0.036,,20875,0.6206,0.7014,,0,,0.7098,0.0245,27500,305.306375,0.630177515,0.530791706,,33800,0.397435904
Career Training Academy-New Kensington,New Kensington,PA,1,3,21,,,,,,,,,0,163,0.865,0.135,0,0,0,0,0,0,0,0,,11500,0.6386,,0.4211,,,0.6386,0.454,9500,105.469475,0.672297297,,0.786277863,23400,0.297397763
Brighton Institute of Cosmetology,Brighton,MI,1,3,22,,,,,,,,,0,55,0.9818,0,0,0,0,0,0,0,0.0182,0.3636,,9358,0.125,,0.7143,,0.8333,0.1731,0.2727,PrivacySuppressed,PrivacySuppressed,,,,,
St Margaret School of Nursing,Pittsburgh,PA,1,2,21,465,465,,,,,,930,0,184,0.9348,0.0435,0.0054,0,0,0.0054,0,0,0.0109,0.375,,,0.374,,,,,0.2846,0.6087,16648,184.8269284,0.862903226,,0.734360938,PrivacySuppressed,0.877358496
Eastern Suffolk BOCES-Practical Nursing Program,Patchogue,NY,1,1,21,,,,,,,,,0,339,0.4808,0.1711,0.1445,0.0265,0.0029,0,0.115,0,0.059,0.2566,14270,,0.4989,,0.8696,,0.7647,0.7383,0.5103,9500,105.469475,0.77510917,,0.787389053,43000,0.80392158
Massachusetts Maritime Academy,Buzzards Bay,MA,3,1,22,505,550,485,22,,,,1051,0,1362,0.9031,0.0169,0.0147,0.0264,0.0169,0,0,0.0051,0.0169,0.0213,16546,,0.186,0.85,,,,0.7462,0.0363,27000,299.75535,0.919191919,0.639254118,,79500,0.841463387
Texas Tech University,Lubbock,TX,3,1,12,540,570,515,25,24,25,7,1116,0,26809,0.6329,0.0587,0.2063,0.0268,0.0034,0.001,0.0283,0.0367,0.0059,0.0935,15403,,0.289,0.8233,,0.6418,,0.4932,0.1001,23246.5,258.0838053,0.842162309,0.604729551,,46100,0.752284825
Poplar Bluff Technical Career Center,Poplar Bluff,MO,1,1,33,,,,,,,,,0,58,0.9138,0.0172,0.0517,0.0172,0,0,0,0,0,0,10632,,0.7183,,0.9821,,,0.507,0.6034,9500,105.469475,0.575,,0.918565185,PrivacySuppressed,PrivacySuppressed
The Salon Professional Academy-Appleton,Appleton,WI,1,3,22,,,,,,,,,0,61,0.918,0.0164,0,0,0.0164,0,0.0164,0,0.0328,0,,12243,0.2679,,0.8667,,,0.3482,0.1967,12000,133.2246,0.784946237,,0.838969492,,
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,1,2,12,,,,,,,,,0,24,0.9583,0,0.0417,0,0,0,0,0,0,0,,,0.2609,,,,,0.4783,0.2917,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,
PJ's College of Cosmetology-Glasgow,Glasgow,KY,1,3,32,,,,,,,,,0,74,0.8514,0.0135,0.0541,0,0.0135,0.027,0.0405,0,0,0,,10865,0.6442,,0.5714,,,0.6154,0.3784,10000,111.0205,0.481012658,,0.406939535,PrivacySuppressed,0.081967212
Wesley Theological Seminary,Washington,DC,4,2,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,PrivacySuppressed
Adirondack Beauty School,Glens Falls,NY,1,3,13,,,,,,,,,0,24,0.9583,0,0,0,0,0,0.0417,0,0,0,,10194,0.7895,,0.9167,,,0.8684,0.25,8156.5,90.55387083,0.657894737,,0.717365217,PrivacySuppressed,PrivacySuppressed
Baptist University of the Americas,San Antonio,TX,3,2,11,,,,,,,,,0,189,0.0794,0.0265,0.6825,0.0053,0,0,0,0.2063,0,0.2593,,8938,0.398,0.619,,1,,0,0.381,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.333316667,,PrivacySuppressed,PrivacySuppressed
Broadview University-Orem,Orem,UT,2,3,13,,,,,,,,,0,118,0.822,0,0.0847,0.0169,0,0.0169,0.0085,0,0.0508,0.3305,,22471,0.7665,0.5,,,,0.8084,0.5081,31502,349.7367791,0.546047861,,,27900,0.490090102
Beaver Falls Beauty Academy,Beaver Falls,PA,1,3,21,,,,,,,,,0,49,0.8571,0.102,0.0408,0,0,0,0,0,0,0,,18266,0.6271,,0.8095,,,0.7627,0.3673,8800,97.69804,0.477777778,,0.711153333,PrivacySuppressed,0.242857143
CUNY Borough of Manhattan Community College,New York,NY,2,1,11,,,,,,,,,0,23658,0.0921,0.273,0.4289,0.1181,0.0019,0.0025,0.0169,0.0666,0,0.3291,6778,,0.6917,,0.6406,,0.5221,0.1152,0.2504,8779,97.46489695,0.537029703,,0.206290303,34900,0.509139955
